text,label
" Võ lâm truyền kỳ dọa kiện MU Online
Theo đó, Vinagame cho rằng FPT đã sử dụng hình ảnh của VLTK vào các hoạt động kinh doanh trong trò chơi MU Online mà không có một văn bản nào xin phép Vinagame.
Vinagame đã yêu cầu FPT lập tức gỡ bỏ toàn bộ những poster có hình ảnh của VLTK và phải đăng tải thông tin đính chính trên trang web của trò chơi MU Online.
...và hình trên poster quảng cáo của MU Online (FPT)
Theo ông Lê Hồng Minh, giám đốc Vinagame, trong hôm nay (2-1-2006) nếu hai phía không đạt được thỏa thuận thì Vinagame sẽ kiện FPT xung quanh vụ việc này.
Đây là lần đầu tiên xuất hiện việc tranh chấp xung quanh các trò chơi trực tuyến (game online) giữa hai đơn vị trong nước.",Giải trí
" Lừa nhau trong game online
Có một số cá nhân, băng nhóm chuyên lừa đảo các game thủ dưới các hình thức: Mua gold (vàng trong game) bằng tiền mặt dưới hình thức chuyển khoản trong game, nhưng sau khi nhận gold thì không tiến hành chuyển khoản theo như thỏa thuận; nhận hàng nhưng không chịu chuyển khoản giao tiền...
Hôm nay khoảng 10h tôi thỏa thuận bán Fury shield fighter cho botru...… với giá 1.100.000 đồng, chuyển khoản, giao trước 100.000 đồng, sau đó giao hàng và nhận nốt 1.000.000 đồng. Sau khi chuyển item, không thấy chuyển lại 1.000.000 còn thiếu.",Giải trí
" Lord of the Rings – Chiến đấu vì chính nghĩa
Các game thủ sẽ có cơ hội thâm nhập vào sâu hơn các phần của Middle Earth mà họ chưa bao giờ được thấy trước đây.
Trong phiên bản Middle Earth II thuộc thể loại RTS (real-time strategy) này người chơi sẽ điều khiển các trận chiến nóng bỏng, dàn quân cùng chiến đấu với binh lính Elvin và Dwarve cũng như các anh hùng và quái vật chưa từng xuất hiện trong các tập phim Lord Of The Rings (Chúa tể những chiếc nhẫn).
Middle Earth II là sự nối tiếp nội dung phần trước với bối cảnh hoàn toàn mới mẻ. Chân tướng của Gollum đã bại lộ nhưng tung tích vẫn không thấy tăm hơi. Bạn phải tìm và diệt Gollum thì mới mong dành được chiếc nhẫn quyền lực. Khi có chiếc nhẫn trong tay, bạn có thể tập trung lực lượng và mở một cuộc tấn công đặc biệt vào lãnh thổ Sauron hoặc Galadriel. Gondor và Rohan cùng kết hợp lại với nhau thành một lực lượng Những người hùng phía Tây. Mỗi dân tộc sẽ có điểm mạnh yếu riêng đúng theo thể loại RTS truyền thống, và Middle Earth II cũng vậy. Dwarve là bậc thầy trên không trung còn yêu tinh Goblin thì nhanh và giỏi giang trong việc đào hầm. Một bổ sung thú vị mới trong Middle-Earth II là nước. EALA đã tích cực phát triển để có được mặt nuớc trông rất thật, độ phản chiếu và đổ bóng khá chính xác.
Giao diện đồ họa của Middle Earth II rất đẹp với các hình ảnh 3D sắc nét. Nếu bạn tậu cho mình một card đồ họa thuộc loại mạnh từ 128MB trở lên và dung lượng bộ nhớ RAM cỡ 1GB thì chắc chắn Middle-Earth II sẽ không làm bạn thất vọng. Nếu để ý, bạn sẽ thấy bối cảnh và giao diện có phần giống với Age of Empires III cả ở phần thủy chiến lẫn chiến thuật dàn trận, giao chiến. Tuy vậy, Middle-Earth II có phần thắng thế hơn nhờ vào số lượng quái vật đa dạng cũng như với các anh hùng (Wormtongue, Sharku, Elrond). EA còn cho phép người chơi lựa chọn nhân vật anh hùng riêng cho mình với hình dạng riêng và những khả năng đặc biệt. Có thể bổ sung vũ khí, áo giáp hay màu sắc cho nhân vật của mình để tăng cường khả năng chiến đấu dành chiếc nhẫn quyền lực.
Các vòng chơi của Middle Earth II được nâng cấp và độ thông minh của máy (AI) tăng hơn so với phiên bản trước nên việc vượt qua các vòng chơi sẽ là sự thách thức tay nghề của các game thủ. Thú vị hơn nữa là bạn không bị bó buộc xây dựng trong phạm vi mà có thể dựng cả tháp canh phòng thủ ngay kề cận quân địch hoặc pháo đài có thể được nâng cấp từ nhiều nguồn tài nguyên khác nhau để có các chức năng đặc biệt riêng biệt. Điều này lại làm ta liên tưởng đến tùy chọn nâng cấp pháo đài trong WarCraft III. Vững chắc để phòng thủ, đẹp đẽ và hoành tráng là những gì có thể nói về thành trì của Middle Earth II. Thành trì kết hợp với pháo đài bảo vệ chắc chắn cho bạn mặc dù có thể bị phá vỡ bởi các anh hùng nhưng điểm phòng thủ đã được cải tiến khá nhiều ở phiên bản này.
Giao tranh xảy ra rất mãnh liệt và trận chiến thắng bại sẽ do tài cầm quân thao lược của bạn. Kết hợp phong cách của Risk, Diplomacy và thậm chí của cả Rome: Total War, người chơi có thể chọn một trong sáu loại quân, điều khiển trên toàn bản đồ. Các nhóm quân anh hùng hoặc binh lính còn đồn trú trong thành có thể được dàn trải khắp chiến trận theo ý đồ của người chơi. Cảnh công thành với sự hỗ trợ của rồng làm nhắc đến một thời vang dội của Kingdom Under Fire hay dàn xạ tiễn phòng thủ.
Electronic Arts đã rất thành công khi kết hợp từ phim và sách vào game rồi mở rộng theo hướng của mình. Âm thanh surround dồn dập trong từng cuộc chiến, những đoạn phim trong game cũng như đoạn mở đầu khá ấn tượng với độ phân giải cao. Phiên bản Lord Of the Rings - Middle Earth II Collector’s Edition sẽ là mở đầu thành công làm hài lòng game thủ vào đầu năm nay.",Giải trí
" Thế giới cổ tích Dragon Quest VIII
Nhờ một sự tình cờ may mắn, bạn thoát được kiếp nạn này và cùng các bạn đồng hành Yangus, Jessica, Angelo lên đường tìm kẻ thù, giải bùa chú để cứu lấy vương quốc.
Trong khi thám hiểm thế giới kỳ bí của Dragon Quest, bạn sẽ liên tục đụng độ với quân thù. Trận đánh diễn ra theo lượt (turn-based) với một cách thức khá đơn giản: Bạn lựa chọn chiêu thức cho từng chiến sĩ trong đội quân của mình rồi để họ liên thủ giao chiến với các quái vật.
Một trong những chiêu thức khá hay là psyche-up, cho phép nhân vật của bạn tích tụ nội công để tung ra một đòn sấm sét duy nhất, hạ gục hoặc gây tổn thương nặng cho đối thủ. Đây là tuyệt chiêu rất hữu ích cho những cuộc đấu trùm. Ngoài những đòn cận chiến cơ bản, đội quân của bạn sẽ dần dà học được rất nhiều bùa phép, từ tấn công tới tăng sức chiến đấu hay chữa lành vết thương.
Hệ máy: PS2 T hể loại: Nhập vai Hãng phát hành: Square Enix Hãng phát triển: Level-5 Ra mắt: 15-11-2005 Điểm kinh nghiệm kiếm được sau mỗi màn chơi có thể dùng để đầu tư vào tăng cường võ công cho các nhân vật. Mỗi nhân vật có 4 loại công phu dùng binh khí và một công phu đặc biệt không đụng hàng. Chẳng hạn, khả năng này ở Jessica là... quyến rũ đối thủ. Khi được sử dụng, nó sẽ làm 2 trong số các kẻ địch sẽ quên lượt tấn công của chúng vì còn mải... chiêm ngưỡng dung nhan nàng.
Góp phần làm nên sức sống cho Dragon Quest là phần đồ họa được xây dựng rất công phu. Thế giới trong game được xây dựng rất chi tiết, mỗi địa điểm đều độc đáo và tinh xảo. Từng thành phố đều có tính cách riêng, từng nhân vật cũng mang đầy nét biểu cảm và các chuyển động tinh tế.
Đặc biệt, các nhân vật đều được 3D hóa từ các họa phẩm ngộ nghĩnh, dễ thương của họa sĩ Akira Toriyama, được các bạn trẻ Việt Nam biết đến nhiều qua bộ truyện tranh 7 viên ngọc rồng. Họ hoạt động, tương tác trong một thế giới bao la, xinh đẹp, với những ngọn núi và thung lũng, sông hồ và cánh đồng, hang động và rừng rậm... cùng rất nhiều những bảo vật còn giấu kín. Còn khi đã chồn chân, mỏi gối, không muốn khám phá nữa, tính năng teleport sẽ cho phép bạn du hành tức thời đến bất cứ địa điểm nào đã được mở khóa.
Âm thanh và nhạc nền trong game tỏ ra không hề thua kém so với đồ họa và rất hòa hợp với không khí chung của game: Ở thành phố là những bản nhạc diễu hành rộn ràng vui tai, nơi hầm sâu là tiếng dương cầm trầm trầm thoảng nhẹ, làm nổi lên tiếng nước nhỏ giọt và khơi dậy cảm giác nguy hiểm đang cận kề đâu đây.
Dù được coi là trò chơi nhập vai (RPG), nhưng thực ra, phải gọi Dragon Quest VIII là một câu chuyện cổ tích bằng game mới đúng, bởi nơi đây không có những cuộc tìm kiếm mang màu sắc u tối, hắc ám và những trận huyết chiến như thường thấy ở thể loại này. Cốt truyện nhẹ nhàng, không gian tươi sáng cùng thế giới nhân vật dễ thương, Dragon Quest VIII là một game đặc biệt phù hợp với lứa tuổi teen.",Giải trí
" Tạo bộ sưu tập phim số cho iPod Video
- Bước 1: Chọn nguồn file. Nếu chuyển đổi định dạng DVD thì nhấp vào biểu tượng Convert DVD, còn nếu chuyển đổi định dạng VCD hoặc các file video khác có sẵn trên máy tính thì bạn chọn biểu tượng Convert File.
Riêng với VCD, người dùng nên chép file .DAT vào máy và chuyển đuôi file .DAT thành .MPG để công cụ dễ hoạt động.
- Bước 2: Chọn một thư mục nào đó trên máy tính để lưu phim cho iPod Video.
- Bước 3: Chọn đúng kiểu file dành cho iPod Video. Có thể chọn MP4 hoặc H.264 đều được. Sau đó nhấp vào biểu tượng Start Copy và chờ đến khi quá trình chuyển đổi định dạng hoàn tất. Sau đó bạn chép file vừa được đổi định dạng vào máy iPod Video để thưởng thức.
Phần mềm này vừa xuất hiện ở VN, người dùng quan tâm có thể tìm mua ở các cửa hàng bán phần mềm tin học hoặc vào http://www.intervideo.com/jsp/iVideoToGo_Download.jsp?mode=ipod để tải bản dùng thử.",Giải trí
"Quản lý doanh nghiệp bằng VIP Enterprise
Với 8 modul chính, sản phẩm dạng ERP này có thể đáp ứng đầy đủ nhu cầu quản lý tổng thể cho các doanh nghiệp hoạt động trong nhiều lĩnh vực, với quy mô tổ chức cũng như địa bàn phân bố khác nhau.
Các modul chính của VIP Enterprise bao gồm: kinh doanh, sản xuất, tiêu thụ, tài sản cố định, đặc biệt, tài vụ, kế toán và nhân sự.
Quan trọng và có nhiều ý nghĩa nhất trong VIP Enterprise là modul Kế toán. Phân hệ này có chức năng vào sổ tự động các chứng từ ở từng tác nghiệp, theo dõi sổ cái, sổ con, tài khoản và có khả năng tự động hiệu chỉnh thuế suất giá trị gia tăng, tạo ra các bảng cân đối tài khoản, báo cáo tài chính. Ngoài ra, phân hệ này cũng cho phép người sử dụng hiệu chỉnh thủ công trong trường hợp cần sữa chữa, bổ sung...
VIP Enterprise cho phép truy cập cơ sở dữ liệu từ xa qua mạng Intranet hay Internet với một giao diện web, hoạt động theo 2 chế độ tập trung và phân tán. Tính năng này phù hợp với những doanh nghiệp có mạng lưới kinh doanh và kho hàng phân bố trên nhiều địa bàn khác nhau. Người sử dụng có thể xuất các báo cáo, hóa đơn... sang file Excel hay HTML để phù hợp với nhu cầu sử dụng trong thực tế.
Một ưu điểm của VIP Enterprise là khả năng tương thích và độc lập với hệ thống phần cứng có sẵn, không đòi hỏi cấu hình máy cao. Chương trình có thể sử dụng máy chủ Windows hoặc Linux, việc chuyển đổi dữ liệu qua lại giữa hai hệ thống khá dễ dàng.
Thao tác với VIP Enterprise khá đơn giản vì đây là phần mềm hỗ trợ đa ngôn ngữ, đa tiền tệ, tương thích với hệ thống kế toán của Việt Nam (VAS) cũng như chuẩn kế toán quốc tế (IAS)& Sản phẩm này được Công ty VIAMI Software nghiên cứu và phát triển trong 2 năm qua và được nhiều hãng như Sony, Honda... sử dụng vào hệ thống phân phối hàng hóa.",Khoa học
"Turion: Vũ khí chống lại Centrino
Dòng sản phẩm vi xử lý tiết kiệm năng lượng dùng cho máy tính xách tay có tên gọi Turion, sẽ ra mắt trong thời gian tới, được xem là câu trả của AMD trước những thách thức từ bộ chip di động Centrino do đối thủ Intel sản xuất.
Mặc dù không công bố chi tiết bất kỳ đặc điểm kỹ thuật nhưng AMD cho biết Turion sẽ phù hợp với các loại notebook mỏng và nhẹ, có thời gian sử dụng pin lâu nhờ khả năng tiết kiệm năng lượng. Hiện tại, máy tính xách tay trang bị bộ vi xử lý của AMD hầu hết đều có hiệu suất ngang hàng với máy tính desktop nhưng thường rất tốn pin và tỏa nhiệt khá mạnh.
Ví dụ, bộ vi xử lý di động Athlon 64 có công suất sinh nhiệt từ 25 đến 64 watt. Ngược lại, dòng Pentium M, đóng vai trò trung tâm trong công nghệ Centrino, chỉ sinh nhiệt với công suất 20 watt. Lượng nhiệt do bộ vi xử lý sinh ra là thước đo đánh giá sự ảnh hưởng của nhiệt độ đến hiệu suất hoạt động của hệ thống máy tính.
Theo đánh giá của các chuyên gia về công nghệ, về cơ bản Turion sẽ cho phép AMD cạnh tranh hiệu quả hơn trên thị trường máy xách tay. Trong những năm vừa qua, Intel đã chú trọng nhiều hơn đến việc mở rộng thị trường máy xách tay hơn là máy để bàn, một phần nhờ có công nghệ Centrino.
Sản phẩm của chúng tôi sẽ có thể so sánh với Centrino từ hiệu suất hoạt động cũng như tuổi thọ của pin, Bahr Mahony, Giám đốc maketing sản phẩm di động của AMD, cho biết.
Notebook sử dụng bộ vi xử lý mới này cũng sẽ ra mắt cùng thời gian với chip Turion. AMD cũng cho biết sẽ vẫn tiếp tục sản xuất dòng chip Athlon 64.
Khác với nhiều tên chip khác như Celeron của Intel hay Sempron của AMD, Turion không bắt nguồn từ tiếng Latinh. Turion có nghĩa là vegetative dormant organs produced by perennial aquatic plants (nguồn sinh dưỡng vô hạn được sản sinh từ thực vật quanh năm sống dưới nước).
Trong vài tuần tới, Intel cũng sẽ giới thiệu loại chip mới dành cho máy xách tay, có tên gọi là Sonoma để đáp lại động thái của AMD.",Khoa học
"Ổ cứng 2 GB dành cho thiết bị di động
Hãng sản xuất hàng điện tử Toshiba (Nhật Bản) chuẩn bị đưa ra thị trường sản phẩm ổ cứng mini dành cho điện thoại di động, PDA và thiết bị giải trí cầm tay... có kích thước chỉ bằng 1 đồng xu hay 1 con xúc xắc.
Sản phẩm có trọng lượng dưới 10g, kích thước 3,2 x 2,4 x 0,3cm, tốc độ 2.600 vòng/phút và chứa 1 đĩa từ.
Theo kế hoạch, phiên bản 4 GB  cũng sẽ xuất hiện vào giữa năm nay còn loại có dung lượng 6-8 GB dự kiến ra mắt vào năm 2006. Loại 4 GB sẽ có 2 đĩa từ và dày hơn hơn 0,2cm. Cả hai hoạt động ở điện áp 3V, chịu được áp lực 1 kg trong môi trường rung mạnh và 2 kg trong tình trạng yên tĩnh, thích hợp với những ứng dụng di động.
Với sản phẩm này, Toshiba đang tạo nên một phần nền tảng của thiết bị di động thế hệ tiếp theo như điện thoại, PDA hay các thiết bị giải trí đa phương tiện khác. Loại ổ mới sẽ cho phép các nhà chế tạo điện thoại sử dụng bộ nhớ lớn và hiệu quả hơn. Nó sẽ cho phép iPod của Apple đua tranh cùng nhiều máy nghe nhạc MP3 khác sử dụng bộ nhớ  Flash.
Toshiba cho biết đã sản xuất 10 triệu ổ cứng 1,8 inch, sử dụng cho máy nghe nhạc iPod.",Khoa học
"Xử lý hình ảnh siêu nhanh với 2 card đồ họa
Một thử nghiệm mới đây trên hệ thống mainboard A8N-SLI Deluxe của Asus cho thấy tốc độ và hiệu quả xử lý hình ảnh tăng lên rõ rệt khi sử dụng đồng thời 2 card đồ họa. Sản phẩm sẽ làm thỏa mãn dân nghiền game khi ngày càng có nhiều trò chơi mới đòi hỏi cấu hình mạnh hơn.
Công nghệ có tên là SLI (Scalable Link Interface - Giao diện liên kết đa tầng), cho phép sử dụng 2 card đồ họa PCI Express trên cùng một bo mạch chủ, giúp bộ phận xử lý hình ảnh hoạt động với hiệu suất cao nhất từ trước đến nay. Những game đòi hỏi cấu hình mạnh đã cho hiệu quả thấy rõ khi chơi ở độ phân giải cao, vốn gặp rất nhiều khó khăn với 1 card đồ họa như trước đây.
Tuy nhiên, không phải hệ thống nào cũng có thể sử dụng được công nghệ SLI. Máy tính cần phải có mainboard tích hợp chip set NForce PCI-Express, thiết kế dành riêng cho bộ vi xử lý Athlon 64 của AMD. Có 4 loại card đồ họa của NVidia hiện tại hỗ trợ SLI, bao gồm các model của dòng GeForce là 6600 GT (giá 200 USD), 6800, 6800 GT và 6800 Ultra (giá trong khoảng 300-500 USD).
Hãng Alienware cũng đưa ra máy tính nguyên chiếc tích hợp công nghệ SLI sử dụng chip Xeon lõi kép (giá 6.000 USD) còn Gigabyte thì phát triển mainboard SLI dựa trên chipset 915 của Intel. Bo mạch chủ NForce tương thích với CPU của Intel vẫn đang trong quá trình phát triển và dự kiến phải mất vài tháng nữa mới có mặt trên thị trường.
Thử nghiệm đồng thời card đồ họa 6800 GT cấu hình đơn (1 card) và cấu hình đôi (2 card, theo công nghệ SLI) trên bo mạch chủ A8N-SLI Deluxe của Asus cho thấy các game cũ như Return to Castle Wolfenstein, Commanche 4 và Unreal Tournament 2004 không phụ thuộc nhiều vào card đồ họa hoặc hiệu quả không mạnh hơn với SLI. Một vài trường hợp, việc hệ thống thiết lập SLI chậm hơn 1 hoặc 2 khung hình so với PC sử dụng 1 card duy nhất.
Với các game mới đòi hỏi cấu hình đồ họa cao như Doom 3, Halo và Far Cry, điều dễ nhận thấy là hệ thống SLI không tạo ra sự khác biệt ở độ phân giải 1024 x 728. Tuy nhiên, khi tăng độ phân giải lên 1600 x 1200 thì sức mạnh của SLI bắt đầu được phát huy, tăng khả năng xử lý đồ họa lên 56% so với hệ thống đơn card và giảm bớt hiện tượng co giật trên màn hình.
Mặc dù vẫn còn nhiều khiếm khuyết nhưng rõ ràng công nghệ SLI cho khả năng xử lý hình ảnh tốt hơn. Hệ thống có thể chạy SLI hiện tại giá khá đắt nhưng nếu có ý định mua chiếc PC mới thì người dùng cũng nên chú ý đến công nghệ này bởi hiệu quả đồ họa tuyệt vời của nó.
Nếu hệ thống SLI cũng không đủ đáp ứng nhu cầu thì người dùng có thể tăng tốc độ bằng phần mềm NTune của NVidia, tương tác với với bo mạch chủ NForce để thực hiện việc kích xung đồng hồ (overclock), cho phép bộ nhớ, card đồ họa cũng bus chạy nhanh hơn tốc độ tiêu chuẩn. NTune sẽ tự động điều chỉnh sao cho PC hoạt động ở hiệu suất cao nhất có thể. Thử nghiệm trên card đồ họa MSI K8N Neo4 Platinum NForce4 sắp ra lò của NVidia bằng cách tăng tốc độ xung đồng hồ lên 3% khi chơi game rồi lại giảm 3% cho thấy PC chạy êm và mát, sử dụng ít năng lượng hơn khi đọc đĩa DVD hay tải file lớn. NTune cũng cho phép quản lý nhiệt độ và điện áp của PC, một yếu tố cốt lõi cho khi thực hiện kích xung đồng hồ.",Khoa học
"Ổ đĩa nhỏ như bao thuốc
Ngày trước, khi nói đến thiết bị lưu trữ di dộng, người ta hay nghĩ đến ổ USB flash bằng ngón tay cái. Nhưng ngày nay mọi việc đã thay đổi, người ta nói đến những chiếc ổ đĩa cứng 1,8 inch.
Tập đoàn I/O Magic của Mỹ vừa giới thiệu ổ đĩa cứng GigaBank Elite 40 có dung lượng 40 GB. Với kích thước 11 x 7 x 1,7 cm (dài/rộng/ cao), GigaBank Elite 40 để vừa trong túi của bạn một cách dễ dàng. Thiết bị giúp người dùng hỗ trợ chiếc máy tính cá nhân của mình, giữ các file quan trọng hay lưu, gửi ảnh hay file nhạc MP3 từ máy này sang máy khác.
Thiết bị này có kết nối USB 2.0 cài sẵn và vì thế không cần pin. Ổ có bao da đen và vỏ crom. Gigabank Elite 40 được cung cấp kèm CD phần mềm, cáp USB và hỗ trợ Windows XP/2000/ME/98SE.",Khoa học
"Chùm ảnh sản phẩm công nghệ tại triển lãm CES
Hội chợ CES, triển lãm hàng điện tử tiêu dùng lớn nhất thế giới trong năm, chính thức khai trương hôm qua tại Las Vegas (Mỹ). Khoảng 50.000 thiết bị tiến tiến của các nhà sản xuất hàng đầu đã được trình làng trong dịp này.",Khoa học
"AV500 - Sự kết hợp của PVP với PDA
AV500 của Archos (Mỹ) có thể được coi là máy xem video di động kết hợp thiết bị hỗ trợ cá nhân nhỏ nhất được biết đến.
Thiết bị PVP (Portable Video Player - Máy xem video di động) kết hợp PDA (Personal Digital Assistant - Thiết bị số cá nhân) này được giới thiệu trên thị trường vào cuối năm 2004. Tại hội chợ sản phẩm tiêu dùng điện tử đang diễn ra tại Las Vegas (Mỹ), AV500 đã được người xem đặc biệt lưu ý.
Máy PVP/PDA AV500 của Archos.
Thiết bị này có ổ cứng 20 GB và 40 GB, màn hình độ phân giải 706 x 480 và 16-bit màu. Máy dùng để chơi game và làm tất cả những gì mà bạn có thể nghĩ đến. AV500 hỗ trợ các định dạng video WMA, WMV9 và tương thích với Windows Media Player của Microsoft. Máy còn có loa nổi và micro.
Đây là thiết bị tích hợp PVP và PDA đầu tiên trên thị trường hỗ trợ ứng dụng PIM tiêu chuẩn (e-mail, lịch, ghi nhớ, máy tính&) cộng thêm chức năng duyệt web. AV500 hỗ trợ hệ thống mạng Ethernet, Wi-Fi, Bluetooth và GSM.
Nếu bạn luôn phải backup dữ liệu thì có thể sử dụng thiết bị này như là một cổng USB 2.0 kép, nối camera với thiết bị bạn muốn chuyển file ảnh đến. Ngoài ra nó còn có chức năng như một đầu đọc đa chức năng. Hãng Archos đã tích hợp công nghệ EPC (Electronic Programming Guide) cho phép bạn điều khiển AV500 bằng một chiếc điều khiển từ xa giống như với đầu video.",Khoa học
"Soạn tin nhắn bằng giọng nói
Tập đoàn Samsung vừa ra mắt điện thoại di động đầu tiên trên thế giới có khả năng chuyển lời thoại thành văn bản. Kỹ thuật mới với tên gọi VoiceMode đã được áp dụng vào model SGH-P270 và SPH-A800, giúp việc gửi tin nhắn dễ dàng hơn.
Công nghệ này sẽ thay đổi đáng kể phương thức liên lạc qua điện thoại mà mọi người vẫn thường dùng, Peter Skarzynski, Phó chủ tịch Samsung Electronics, cho biết. Người sử dụng chỉ cần đọc trực tiếp nội dung tin nhắn vào máy, phần mềm sẽ giúp chuyển đổi những lời đó sang dạng text. Thực chất đây là quá trình giúp đơn giản hóa việc gửi tin nhắn.
Model SPH-A800.
Hãng điện tử Hàn Quốc cũng cho biết sẽ tiếp tục phát triển khả năng này để có thể nhận dạng được nhiều ngôn ngữ hơn thay vì chỉ có tiếng Anh như hiện tại.
Samsung Electronics (chiếm 13,8% thị phần thị trường điện thoại thế giới) đã vượt qua Motorola (13,4%) để chiếm lĩnh ngôi vị thứ hai, chỉ sau Nokia (30,9%) trong quý III của năm 2004 vừa qua.",Khoa học
"Đĩa dung lượng 1 TB dùng công nghệ ánh sáng 3 chiều
Hãng InPhase Technologies vừa ra mắt Tapestry HDS5000, giống như đĩa DVD thông thường nhưng có dung lượng lên tới 1 Terabyte (tương đương 1.000 GB) nhờ ứng dụng công nghệ lưu trữánh sáng 3 chiều.
Tapestry HDS5000 là cú đột phá vào thị trường thiết bị lưu trữ, sẽ làm mọi người hài lòng với giá rẻ, hiệu quả sử dụng cao và dung lượng lớn, Nelson Diaz, Giám đốc điều hành của InPhase, cho biết.
InPhase cũng dự kiến đưa ra sản phẩm lưu trữ có khả năng ghi được vào năm 2006. Thiết bị này có dung lượng lên đến 200 GB, tốc độ ghi dữ liệu 20 Mb/giây, đủ để chứa 14 giờ video chất lượng cao.
Kỹ thuật lưu trữ dữ liệu bằng ánh sáng 3 chiều đã bắt đầu được nghiên cứu từ những năm 60 của thế kỷ trước. Bằng cách tách đôi ánh sáng laser xanh rồi sử dụng chúng để ghi dữ liệu, dung lượng của đĩa có thể tăng lên rất nhiều lần so với phương pháp ghi thông thường. Công nghệ này cũng cho phép khả năng truy cập nhanh hơn.
Kỹ thuật này tiếp tục chứng tỏ sức mạnh của ánh sáng laser xanh, giúp nâng cao dung lượng cũng như hiệu suất hoạt động của thiết bị. Lưu trữ bằng công nghệ không gian 3 chiều có nhiều tiềm năng để trở thành một phần quan trọng của kỹ thuật lưu trữ quang học, Wolfgang Schlichting, chuyên viên của hãng phân tích thị trường IDC, nhận xét.",Khoa học
"Máy tính siêu nhỏ
Với kích thước 129 mm chiều dài, 74 mm chiều rộng, độ dầy 18,7 mm và trọng lượng 280 gram, máy tính Modular của công ty MCC chỉ lớn hơn bộ bài một chút và có vỏ nhôm.
Máy có bộ xử lý 1GHz sử dụng công nghệ quản lý tiên tiến LongRun, chip nhớ DDR (Double
Data Rate) SDRam có dung lượng 512 MB và ổ cứng 20 GB (có thể nâng cấp lên 30 GB). Thiết bị này cũng có bộ nhớ hình ảnh video và hỗ trợ đồ họa 2D/3D với màn hình LVDS với độ phân giải lớn nhất 1.600 x 1.200 pixel. Modular cũng có hệ thống stereo đa phương tiện gồm một micro gắn trong và đường ra cho stereo.
Máy tính Modular dùng hệ điều hành Windows XP Professional, hỗ trợ nhiều phần mềm khác nhau và cho phép sử dụng không cần kệ đỡ. Người dùng có thể đặt Modular vào Microtablet để dùng như các thiết bị di động, đặt vào vỏ máy xách tay để biến thành laptop, hoặc để trên bàn và sử dụng như một chiếc desktop thông thường.
Theo các chuyên gia, Modular hoàn toàn có thể mở rộng và nâng cấp được.",Khoa học
"Adobe tăng cường công cụ quản lý file PDF
Adobe vừa tung ra một chương trình cho phép các doanh nghiệp phân quyền số đối với các file tài liệu điện tử (PDF), theo đó người sử dụng không hợp lệ sẽ không được phép mở, in hoặc trao đổi những văn bản nhạy cảm.
Quyền xử lý file có thể được thay đổi hoặc thu hồi bất kỳ lúc nào và được áp dụng vào lần tiếp theo khi người sử dụng truy nhập văn bản. Lúc đó, chương trình sẽ được gọi ra để cấp phép.
Ứng dụng này mang tên LifeCycle Policy Server, ra mắt lần đầu hồi tháng 2/2004. Phần mềm hiện được bán với giá 50.000 USD, chạy trên Windows, Red Hat Linux, IBM AIX và Sun Solaris. Hỗ trợ cho SuSE Linux của Novell và HP-UX sẽ được bổ sung trong nửa đầu năm nay.
Công cụ quản lý quyền xử lý tài liệu mới của Adobe kết hợp chặt chẽ với phần mềm Acrobat 7.0 mới ra mắt hôm qua. Phiên bản này có 3 dạng Professional, Standard và Reader, với giá từ miễn phí cho tới 449 USD. Trong số những thay đổi được thực hiện ở Acrobat 7.0 là khả năng tạo văn bản PDF từ nhiều nguồn khác nhau, tạo định dạng thông minh và phối họp các file PDF từ cả trong và ngoài tường lửa.
Các phiên bản Adobe Reader 7.0 miễn phí dành cho Windows và Mac OS X được cung cấp tại website của Adobe. Phiên bản cho Linux chưa có nhưng người muốn sử dụng có thể đăng ký một bản beta tại đây.",Khoa học
